,index,text,istwitterpoem
295,295,"

the hazy night
gave birth to citrine stars
each looking down at us
as if they were our parents
catching us playing with matches
&amp; setting the world aflame

count 155

 
(fixed typo)",1
296,296,"The night wind
shook the attic room
as we hung on
dreaming
of sparrows

    ",1
297,297,"The same mistake done
Yet no more tears shed away
A smile drawn silently
 
",1
298,298,"tired of giving and never getting
life is weary - painful - long -
why bother NOTHING
ever matters
DONE

",1
299,299,"Holding a doors opening 
Holding a first cups song
Holding a Fridays hope in emotion 
Holding A Positive Outlook 
 ",1
300,300,"Essuie-glaces et clignotant fondus en surprise /
Unintentional uselessness hardens with ease.

 ",1
301,301,"Lengthening shadows.
Before settling to sleep, birds
Sing cheerful vespers

  ",1
302,302,"
my head is mired in
wild dreams barely connected
to the rest of me
 ",1
303,303,"diligent. painstaking. ultra. 
  ",1
304,304,"Corporations are not people, can't empathize  ,      ",1
305,305,"It seems that our souls have always found each other, in life after life, century after century. ",1
306,306,Starring into silver seas ~ Hand moving from face to flames ~ Your fingers found my forest ~ Pulled me to you ,1
307,307,"""lay with me,"" she said and smiled / she took him by his hair / ""lay with me and do my bidding"" / with your arts ""down there""  ",1
308,308,"And like a train with wheels on tracks
I suck your love behind my feelings and facts.

   ",1
309,309,"In my whimsy, I won't break.  ",1
310,310,"Heaven is the sky’s canopy, 
Something extraordinary every time
I look up. 
",1
311,311,"To get up and get ready, is a bother,
Let me lay on my bottom forever,
This is heavenly ",1
312,312,It was a story / we would tell / without lubrication.    ,1
313,313,"And for those who long
every path leads to the ocean
sapphire gin haze over salted waves

its blue lagoons reserved for bathing &amp; wine while watching eventide descend

darling, when I see you in the colours of these rose gold skies
there is no dream
that cannot be dreamt.

",1
314,314,"Beauty in sunlight rising
Beauty in the heart that's dawning
Beauty in a Blessed Day
Beauty In A Morning Beginning
 ",1
315,315,"coated with sugar, 
smile that sits silently in the dark, 
game and gamers. 

   ",1
316,316,"Words poured into quick sand
as the desert sun burns
the birds are circling
overhead
(C) Alisha A. 
 
",1
317,317,"The passenger gate opens ~ and I am looking for his face ~ He drops his bags, and wraps me in ~ a much needed embrace. ",1
318,318,Baby bird / fallen angel / the ants feast  ,1
319,319," 

in tall grass
miles from the
nearest two-lane
a coyote curled up
nose to tail",1
320,320,"late night argument: 
in perfect darkness
words unsaid pile up 

 (late)  (eigengrau)    ",1
321,321,"zed quite screaming
    with the race of orange flames and slow straps,
    the Virginia's vigil through the wall.

  ",1
322,322,"It was just one of
those things...
Lovers, yet still
strangers at heart
Until the perfection
of a darkest truth
united them.

",1
323,323,A lonely frosted ~ dew drop ~ at the tip ~ of the leaf ~ waiting for sunshine   ,1
324,324,"-and I remember crescendo's in the Hollywood Hills, fame being washed down with multi colored dream filled pills.",1
325,325,Sentence that doesn’t quite work as anything other than ,1
326,326,"in this summer heat
forest fires hang visible
in a relentless sky

 ",1
327,327," we didnt touch but behind my eyes in my mind ur conversation stimulated my senses, trembles turned naked kisses & heat saturated skin",1
328,328,"They are drawn in
On instinct;
Pulled closer
Together;
Finding themselves,
Suddenly,
Two hearts
Of one mind.  ",1
329,329,"more mares it shade 
a power book their down
another sraffs

 ",1
330,330,Each time / my friends wish me / a happy Australia Day / I feel a little more / homesick ,1
331,331,"A vein travels down 
the petal of a flower 
clear and firm and soft. 

                  ",1
332,332,"One might Imagine
This as the moment of Closure,
as an Epic struggle, 
And as being as One
Externally United Big Body. 
",1
333,333,"Brighter Future, but- / Cancer on the locker room. / Time to cut him out....      ",1
334,334,"falling into a dark free fall abyss/ deprived of my breath/ my heartbeat fettered to a void/ screaming white noise/ come back

       ",1
335,335,"If I could move mountains 
reach beyond a shore  
fly from prison to you once more, 
or 
give the reason
for my omission
 ",1
336,336,"Ground Control To Tom
Sorry Message Just Received
All Digital Now

 (control)  haiku poetry  ",1
337,337,"

I was euphoric
I was in love
I was walking on clouds
how was I to know
I was dreaming
&amp; that everything
I saw in her
I would never find
in you
but you were
the reality
of the moment
a past dream
come true

count 205

 


",1
338,338,"bloody cold in here , bloody cold out there
 cold round here everywhere ",1
339,339,Sweet reminder little girl hugs Sticky warm night chasing lightng bugs~Bedtime read Stinky CheeseMan Blanket tucked its dreamyby land ,1
340,340,Yellow-breasted bird/ on lamp post-- lone sentry/ over fallen nest   ,1
341,341,"Even the rain 
on my roof 
calling you back 
  ",1
342,342," 
we stand for benevolence servitude and nobility whatever it takes to help you but we stand against  
",1
343,343,"Dark thoughts twisting into my mind

I search and search but cannot find

A way out of this tangled mess.

Living my life in distress. I digress. I care less. I want out. But I'm too tired to shout. Is this all life is about?

   ",1
344,344,"Saturday night outside
fireworks plant
a - yet

 ",1
345,345,"By seeking happiness
   It eludes you forever

Pay attention to
   The happy thoughts
      In your mind

Lasting happiness
   Is yours

  😄",1
346,346,"Nerves -- lacerated
by loose tongues, an arid grit
lashing sun-bleached bones

 (nerve)    ",1
347,347,"Like the crescent moon
you cradle your dark side
smiling tightly 
beneath the murky weight.

    ",1
348,348,"Sometimes boisterous wavering mind/ 
in the hands of a rigid/ 
lost in deadlock
   ",1
349,349,"how the giants play
with wide open grins
mice shake and scurry
chased to every corner

there is no how or why
monsters do
because monsters can

until the day
their own storm brews
and hangs its shadow
over their big fat heads

  😉",1
350,350,"not in the window
the names of the fireworks
empty gate to the granita beach

 ",1
351,351,: to master the destiny of my tongue~through words that shape shift into a kiss,1
352,352,"Head full of good intentions
heart full of woe
soul full of poetry
body, out of control
Sleep, tomorrow is a new day


",1
353,353,"

Garden variety legumes
A chicken from the pen
Herbs in the pot
On the fire
And we'll feast tonight
For sure.",1
354,354,"Onward 
they
sailed
drinking 
the 
divisive 

juice
so no 
 
would be
 
to

the 
ship
of 
self
interest



 

",1
355,355,"company on a world and the dead dogs
   I wish I walked into the lawn and the door
 and the fork of nothing more
 that will be able
 to itch in the dead space,
 and I walked out there
 there were my new wine in the breast.
 some of them said, I can't

 ",1
356,356,jigsaw clouds / I can't / make fit    ,1
357,357,"bounce stepping down 57th avenue
red heels and auburn hair

a traffic stopping / horn blaring / head turning
woman with dare you eyes 

bounce stepping ... bounce stepping ... bounce stepping
down 57th Avenue ...

",1
358,358,Lies~come back~to haunt you.  ,1
359,359,"Evening wears a velvet jacket
The nimble, cold tree fingers
Reach, to pick at her pocket

    ",1
360,360,"In lieu of our participation in,

      Taking a life... Another's precedence over our childish half greed dreams of lingering flight! ",1
361,361,"

it was
a insidious plan
to be sure
deny the truth
of their legacy
until
all they had
of their tomorrows
were just the shadows
of shattered dreams

count 146

 


",1
362,362,"Stubborn ~ 
as the cliff ~ 
surf ~ 
that believes ~ 
it can 
  ",1
363,363,"Couldn’t find my way home
Couldn’t find my way inside
But then the silence of love
Took my hand
And showed me how to survive
To thrive
To feel truly alive
By letting go of all the thoughts
And now in purity
I fly high

 ",1
364,364,"It's almost 1am
Our liability was born
Live
Seeding the hard ground
Asking to rip that shit
With love
©
 

 
",1
365,365,Scar For Life my new  coming soon :),1
366,366,day 1055: shadow of the ant / on the other side / of the leaf  ,1
367,367,"Summer... 
 
In warm
night's stillness
traces of yesterday's
heat linger for
sunrise.
 
     ...",1
368,368,"all the little things
that create you
that express your being
these are the snapshots
that tell your story

-Intangibles-

  ",1
369,369,Its a moment ~ where everything ~ that's on ~ your mind ~ just seems wrong    ,1
370,370,"A maze of crazy angles, 
An unfinished fence 
A gate appears from nowhere.  ",1
371,371,"In 140 characters or less, write a poem about: how music makes you feel   ",1
372,372,I see the snare. I see the rain. Please know I care. About your pain.   ,1
373,373,"a chill in the air
as the leaves begin to turn
but summer holds on.
  ",1
374,374,"One morningCold February Rain steady,I wokeTo piano&amp; a boyWho soulMaster the artOf stealing Futures.   ",1
375,375,"scent of love...
wisteria blossoms kiss ~
a full moon.  

  ",1
376,376,"Wonky trolley wheel 
clatters every few
revolutions
echoes down the hall in protest
at the hospital that fixes
only the living
",1
377,377,"On the days
I falter In words
Or action
Hold a mirror to me
In your eye
Urge me try
One more time
    ",1
378,378,"Hunters go on inoffensively
scattering their office supplies
taking their work home home with them.
What a good existence.
",1
379,379,"Clear skies and
a flat surface
Make reflections on the water
Appear alive
  ",1
380,380, Rain-bowed people laugh and cheer/For Independence Day is here/New Citizens made today will see/We're proud of their diversity.,1
381,381,"Drill a hole
to bore deep
into your core values
Release the pressure
Liberate repression
Reevaluate
and reboot new convictions
",1
382,382,"late winter
the sun stays
for dinner. 2.19.20 
   ",1
383,383,"Detroit’s votes
were discounted
600 polls
were not counted
Ballot boxes
lost their locks
&amp; the voters’
votes were tossed

",1
384,384,"I don't need much/
Just breathing space/
So I can find myself/
In my quiet place

 ",1
385,385,"strolling 2wards my grave,
brevity, wit, brave
courageous cowardly slave, 
i gave up
2 save up
n made up 
things 2 do 
2 entertain
",1
386,386,"""Sad news from Homs - Marie Colvin sadly missed - madness of ignorance""   ",1
387,387,Mom and Dad it is like we live on a staircase You are way up there and I am way down here Please come down and do things I can do.,1
388,388,How deep is your multicoloured sky | deeper than a kiss of love | where poets might drown? ,1
389,389,"I asked him
Take me to where
Peace live
He took me to 
Crematorium  ",1
390,390,"If you were me looking at you, if you could see what I see, you would be smiling too.      ",1
391,391,"I see thy face.

MARIANA:
My husband bids me; now I have wept for thine.

QUEEN MARGARET:
Bear with me; past hope, past cure, past help!

FRIAR LAURENCE:
Ah, Juliet, I already know thy charge, Brakenbury, and Sir Hugh Mortimer, mine uncles,
You are come to Padua. ",1
392,392,".
We are too tall
for the landscape of the sea

wind &amp; waves
lean on you

make you lie down.

",1
393,393,"he scripted her demise carefully
then he executed it perfectly





",1
394,394,thoughts a burbling / burb burb burbling / in this pressure cooker / head/ soupy slop / of everything I'll never be  ,1
