,text,ispoem
316,"A secret born
of blasphemy

in the shadow
by the sea

fire echoes from the
mountain where 

blind brethren gather for
to toast forbidden fruits

pile gold
unto false Idol

heaps of praise 
unworthy

love must
trespass 

or never taste the salt of sweat
sweet upon pert lips

",1
317,"afternoon slump
an overcast sky slips
into the sea

        1579",1
318,ma'am ur love taught me wots the hallucination.taught me that my life might pass n sultan's daughter never comes ,1
319,"The Innovator at the Four-Way Stop 🛑 

Nah, what are you gonna do?
Nah, what are you gonna do?
Nah, what are you gonna do?
Yeah, I’m just gonna do!

",1
320,With my heartAll nakedAnd trueI stood thereColdBut the sly witchShe wasOnly afterThe lustFor the body  ,1
321,"In the basement of rock bottom,
Exploring life down here now 
Seems like I am much closer to hell 
Than to that of heaven I will ever be... 

",1
322,"Wasn't looking
Bit he found her
Wasn't searching
But she sought him
Didn't stumble
But they fell
Into each other's
Hearts
",1
323,"They got the booty...that's the hitch, us without them....now ain't that a bitch. ",1
324,"Who is a DM?
Shepherd of your enjoyment 
You're on the same side
          ",1
325,"Love is
a moment of anger
turned into
solitude &amp; peace
not by reaction
but action
towards the creation
of a better
you
 
",1
326,"hearts have poetry
between the tracks
over the rails of fools
and Monday 
morning quarterbacks
  ",1
327,"I wish I was a movie star
So I could be something
I wish I was Jesus
So I could be crucified every Easter
",1
328,"shards of time too sharp to swallow -
memories too painful to remember,
too hard to forget.

  ",1
329,"Victimization you're bullshit is on display 
Bloodshed maggots beneath your skin 
And yet you blame everyone.  
I do not bow. ",1
330, Get your fucking head cracked I'ma stack these ones and get at these broads,1
331,dark eyes sweet lies / seduced by her black charms / she took him in took her sin / sent him from her arms  ,1
332,"You whisper that you're different
but to me
you're even more
beautiful
than the last time  
I felt your breath
on my skin 

    ",1
333,"don't break it
just bend my heart
when we're apart
so it can get better
when we're together
      ",1
334,"no time.

they claim
in a rush..accept

no change..just be

still..as they roar
thunder and
spit rain.

no say.

 ",1
335,"hot day
seen through the window
rabbit family
munching and hopping
munching and hopping

     ",1
336,"possessive. addicted. pastoral. 
  ",1
337,Fallon fell on stage...drinking game to blame...Fallon fell...lol ,1
338,"Give me wings
And I will fly to your heaven
Give me wings
And I will watch over your creation

Give me wings
And I will fly praising your holiness
Give me wings 
And I will settle in your quarters 

Give me wings
And I will co home to you
Give me wings
I will fall for you ",1
339,"Daily Lune :

Transgiving

Thankful for this body
(to live as
me) this magic change.

 ",1
340,"Snapdragons stand guard
menacing with mouths ajar
daisies bloom in peace

  ",1
341,"She has dozens of tattoos but you can’t see them.
They’re on her tear stained cheeks 
And swollen heart. 

        ",1
342,"writing the pages
of a heart 
I lost a phrase or two
somewhere 
deep in you....
where the woman was
you can't substitute 
you must remember 
all she was 
never easy to forget....

   ",1
343,"I loved u
Because u were broken
Because u were u
Because I saw good in u
That u ddnt see in urself
u took my all
&amp; gave nothing
",1
344,"prodigal sun •
turning •
the garden •
prematurely •
gray •   339",1
345,RT day 839 (10/24/2012): moonlight / fills the bare field / like longing  ,1
346,"Each
moment
develops
at its own 
pace --
photos
clicked by
a camera
inside my
mind's eye --
flashes of 
life in the
dark room.
",1
347,"who leaves her 
shyness
on the leaves of 
everything
the whispering wind
covets her fragile wisp
and I desire all
the love of a lady
 ",1
348,"Thre are worlds beneath the sun,tht speak in the tongues of men who swear wild oaths in the name of obscure desires wanting ",1
349,"The breath
of Sappho
drifts
across the Aegean.
Our fingertips
caress sacred
chambers.
We are alive
weeping
at this beauty.

",1
350,I see my days off as an opportunity to show the world and myself what I am truly made of      ,1
351,"Everyday
I'm learning about you
The things that no one else sees
And the end comes too soon
Like dreaming of angels.

",1
352,"To the Walk by Day
To the Walk by night
To the walk by these miles
To the Walk to the talk
To the Walk off Hope And Joy
To The Walk with Love And Happiness
To The Walk with opportunities
To The Walk For The Best That Life Has To Offer
  ",1
353,"You're the midnight
Prose coursing
Through each verse
Like smooth wine
Such is the beauty
&amp; grace that I kneel
Before you my rose
As any would before
A miracle &amp; I yield to
You once more with
The knowledge that
My words poor as
They are speak to
Your heart
 ",1
354,"• reproduce, reproduce, reproduce-- / gallop, my horse, my hound-- • ",1
355,"Bright blots on the dirt,
sunlight trickling through trees,
birthing spring flowers.




",1
356,"not like cement
a different kind of hard
like saying goodbye

    ",1
357,We climb / Lethal stupidity climbs with us / We run but can’t escape / That part of ourselves that is this man with a gun  ,1
358,"For it will not win
And I want to say
That it's what I learn 
That will save my day 

   ",1
359,"In the forever time
when you are for ever mine
and I
am the only one
forever will go on
and on
forever.

",1
360,"spurious. observant. feigned. 
  ",1
361,"Procrastination
shoves me into realm
future and past don't exist
Slamming my head
on the moment
concussion carries me
to bliss.
",1
362,"Looking for omens
Trying to read the weather
Should I take a coat?
  ()       ",1
363,"Misfortune sniffs us out; 
all snout and trotters 
as if we would feed it. 

",1
364,our shadows touched | on our morning walk | i shivered ,1
365,"Missing pieces are hollow, and the broken once are frayed, but of all the pieces in my life, you're the one I saved. ",1
366,Never mine ~ the ones ~ I hum ~ winds ~ carry away   ,1
367,"Take a pretend man
Remove what equals honour
You're left with a fart
 (equal)    ",1
368,In love with two men ~ a man of god and the devil’s imposter ~ two faces of a coin     ,1
369,"a field moon
my glass but
it when spring

 ",1
370,"Her tongue could 
form the shape of a heart 
showed her love for him 
was a great place to start 
 ",1
371,"Destiny awaits... Her space... My face

    ",1
372,"If you love me,
Why leave me?
Feed me, 
With positive energy,
Make the most of me,
Before you lose me.

 ",1
373,"testy. vast. helpful. 
  ",1
374,"

we were remembering
the cold Moscow nights
where history had defeated
enemies both small &amp; large
with nothing more
than winter's bitter
bite

count 141

 


",1
375,"Know this
See hope in your heart 💓
Plant the flowers of self-forgiveness,
And water the soil of self love 
Be resilient.
One day , ❤️ will sprout deep down 
In your heart, making u bloom and grow again
 
   ",1
376,"summer sun
a cloud puts on
the white hat

  ",1
377,Passions hidden/ under the volcano of anger/ I wait for the time/ to kiss and make up.  ,1
378,"I am killing
this poem

it is 
murdering me

there's
no death benefit

just a machine
without pilot

needing
someone to
drive it
",1
379,"I gazed
In Wonder
At love
In her eyes
Each time
A certain surprise
That what I see
Is aimed at me
So Certainly

  ",1
380,"These nights elude /the poet’s will to conquer;/If not careful/One might turn the evening’s/Gentle challenge/Into 1 of fury//
",1
381,"Rippling river surface
catches flecks of light --
as the blue sky fades to dusk.

  ",1
382,watching the moon watching the sun rise  ,1
383,"Loves fine wine
    Gets better with time 

    ",1
384,"Anti love poem
-Roses are red🌹
-violets are blue
- are you a bug?🐜
- cuz I d squish you! 😤
-😂
-",1
385,"""I hope to arrive to my death
late,
in love,
and a little drunk.""
Atticus   ",1
386,"you keep seeking
meaning in your
failings, as if
they were stones in
a path toward
awareness, not
a pretense you
show by your search
            ",1
387,a dazzling star~ scorched~ my fondest wish ,1
388,"My insides feel sick
You suck my soul like a tick
I want out, I panic
You beat me with a stick
My wounds I must lick

 ",1
389,"Falling in love is scary wonderful
 
",1
390,"phy and shield.

 Stranger we pass my white eyes
 At the bullet sage stood a river.
 The dream that could see a pillow.
                                                   Rising behind a speed flower

  ",1
391,"Be a champion/of freedom, humanity/Support refugees       ",1
392,"Angela her soul mirrors, shatters endlessly 
She knows, denies, but tries 
To remember 
Those in glass houses are voyeur bait. 

 ",1
393,"When no winds can uproot you,
When no hail can break you,
When no fire can burn you, 
In that magic,may you conquer life.  ",1
394,"An ancient pond,
the frog leaps:
the silver plop and gurgle of water.
― Matsuo Basho (1644-1694)
 ",1
395,chemistry ~ magnetism ~ natural law binds us ,1
396,"""I once donated something to music.""
the river said.

   ",1
397,: DO NOT attempt to camp out anywhere near the Oakland PD.   ,1
398,On every birthday~ he toasted to us~ as his life~ today I'll celebrate life~ just for him  ,1
399,"I know it's hard to believe me 
you've never been loved
I do understand 
that your idols were twisted and your childhood was stolen 
so it's okay if you never told my hand.
      ",1
400,The times don’t change / We must    ,1
401,"mhm - 
how do we sense the ‘general will of the people’? 

- polls are 20th century - 
who does the poll? - 
who funds the poll? - 
why is the poll done? - 
what are the choice -
frames-narratives-paradigms -
enacting the logic of the polls? - 
",1
402,"nonstop. handsome. soft. 
  ",1
403,"I in being a bawd? What
do you think for:
Take up my thoughts: I find
They are inclined to hear a little din can daunt mine ears?
Have I not reason to look on.  ",1
404,"The inner journey
Sources the meaning of life
Found during the search

 ",1
405,"consistently hew ~
to xenial servitude ~
even though abused

  
 = ",1
406,"Being drawn to no —
Thing I find myself again
And still remain lost





",1
407," 2
A story of eyes, sore and hurt
Necks, stiff and pillows, wet
About heart's bleeding cut
And about being stuck in a net

",1
408,"I am a sliver in a sentence
I am a splinter in an eye
I am a slice of hurt and heartache.
What am I?...
...I am a lie
",1
409,"words
drawing eyes
of beauty 
to the page
where love
can meet
yours
and 
mine
 ",1
410,"beware of twins ~ they work together
 ",1
411,"woken up 
by frozen stars -
4:00 a. m.
 ",1
412,"i've been where you've been
i've felt what you've felt
i've lived what you live
i'll hold you
if you
need
it

  ",1
413,"Build something up
In your head
To be bad-
And the edifice you occupy
Will sink
On loose foundation
  ",1
414,".
All our skulls grinning
inside our heads

     what do they know?

 ",1
415,"Charles Dickens to James Joyce in : ""I read your book and didn't find one character called Ulysses?""  ",1
416,"The green murk
rising from Asia
discovers America
across the borders
of the sea.
   ",1
417,"I'll give you the key
to my door 
Fun times to have
each other to explore 
 ",1
418,"all of the years
climbing up
her spine
pollute her mind
and reach her soul
she has lost control

 ",1
419,"crosses
knife the bell
autumna

 ",1
420,"the subtle touch
creates wonder
will we be
that free

",1
